Measure,Pre-2009,2009-2013,2014-2016,Post-2016,Measure2,Agency,MortgageType,Date
VOLUME OF TRADES (000'S),0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,*,*,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,*,0,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,*,*,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/22/2019
AVERAGE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
WEIGHTED AVG. PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
AVG. PRICE BOTTOM 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
2ND QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
3RD QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
4TH QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
AVG. PRICE TOP 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
STANDARD DEVIATION,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,0,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,*,*,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,*,0,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,0,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/22/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,*,*,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,*,0,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,*,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/22/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,04/22/2019
AVERAGE PRICE,99.9,94.5,94.9,99.1,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
WEIGHTED AVG. PRICE,100.2,99.2,99.4,99.6,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
AVG. PRICE BOTTOM 5 TRADES,80.7,79.6,86.2,93.3,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
2ND QUARTILE PRICE,98.8,90,92,98.5,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
3RD QUARTILE PRICE,99.9,95.3,96.8,100,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
4TH QUARTILE PRICE,102.7,99,100,100.2,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
AVG. PRICE TOP 5 TRADES,109.6,108.5,101.4,103.3,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
STANDARD DEVIATION,6.2,6.7,5.9,3.2,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),5911.4,35161.1,135145,66219.5,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),4201.2,21884.5,37948.7,12195.2,CUSTOMER BUY,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),436.9,12344.1,94250.8,19044,CUSTOMER SELL,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),1273.3,932.5,2945.5,34980.3,DEALER TO DEALER,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),2020.5,7183.4,4634.4,3742,<= $1MM,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),*,27977.8,31194.4,26305.2,<= $10MM,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,0,99316.3,*,<= $100MM,FNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,109,130,40,44,TOTAL,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,24,51,18,23,CUSTOMER BUY,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,51,39,12,8,CUSTOMER SELL,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,34,40,10,13,DEALER TO DEALER,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,106,122,27,29,<= $1MM,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,*,8,8,13,<= $10MM,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,0,5,*,<= $100MM,FNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,04/23/2019
AVERAGE PRICE,101.3,95.3,92.9,99.3,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
WEIGHTED AVG. PRICE,102.7,99.3,101.3,100.6,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
AVG. PRICE BOTTOM 5 TRADES,80.7,79.7,81.8,90.3,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
2ND QUARTILE PRICE,99,92,85,99.7,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
3RD QUARTILE PRICE,100.7,98.1,98.6,100.3,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
4TH QUARTILE PRICE,105.6,99.5,100.3,102.5,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
AVG. PRICE TOP 5 TRADES,111,102.8,100.9,105.8,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
STANDARD DEVIATION,11,6.6,8.6,5.9,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),1064.1,32687.3,30785.9,234920,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),474.5,15536,6284.8,74299.6,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),224.9,15532.6,24390.9,124029.7,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),364.7,1618.6,*,36590.7,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),1064.1,7740,1686.7,3198.4,<= $1MM,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,0,*,26495.4,<= $10MM,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FHLMC,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,101,91,18,32,TOTAL,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,25,29,6,11,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,43,30,8,8,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,33,32,*,13,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,101,89,13,21,<= $1MM,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,0,*,7,<= $10MM,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,*,*,*,<= $100MM,FHLMC,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,0,0,*,> $100MM,FHLMC,AGENCY CMO P&I,04/23/2019
AVERAGE PRICE,105,96,92.3,98.4,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
WEIGHTED AVG. PRICE,106.5,100.7,98.1,100.7,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
AVG. PRICE BOTTOM 5 TRADES,96,80.2,81.5,80.9,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
2ND QUARTILE PRICE,102.8,89.2,91.1,98.4,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
3RD QUARTILE PRICE,106.1,99.5,96.5,99.5,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
4TH QUARTILE PRICE,107.7,101.5,98.6,99.8,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
AVG. PRICE TOP 5 TRADES,111.6,108.5,98.8,102,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
STANDARD DEVIATION,3.8,8.2,7.6,4.6,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),2480.3,23464.4,66238.4,184703.9,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),523.2,2706.8,38712.3,78490.8,CUSTOMER BUY,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),899.5,927.9,*,15897.1,CUSTOMER SELL,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),1057.6,19829.7,27494.1,90316,DEALER TO DEALER,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),2480.3,7555.4,1576,14990.6,<= $1MM,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,15908.9,0,27858.2,<= $10MM,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,0,*,141855.1,<= $100MM,GNMA,AGENCY CMO P&I,04/23/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,145,94,22,123,TOTAL,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,33,28,9,60,CUSTOMER BUY,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,57,25,*,11,CUSTOMER SELL,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,55,41,9,52,DEALER TO DEALER,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,145,89,19,106,<= $1MM,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,5,0,10,<= $10MM,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,0,*,7,<= $100MM,GNMA,AGENCY CMO P&I,04/23/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,04/23/2019
AVERAGE PRICE,*,31.8,12.6,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
WEIGHTED AVG. PRICE,*,13.5,13.4,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
AVG. PRICE BOTTOM 5 TRADES,*,11.4,12.6,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
2ND QUARTILE PRICE,*,11.8,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
3RD QUARTILE PRICE,*,14.4,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
4TH QUARTILE PRICE,*,82.5,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
AVG. PRICE TOP 5 TRADES,*,43.7,12.6,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
STANDARD DEVIATION,*,32.8,3.2,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,3363.5,65607.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,2097,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,*,584.4,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,1975.1,1389.5,0,<= $1MM,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,11,12,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,6,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,*,8,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,10,11,0,<= $1MM,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,0,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,04/23/2019
AVERAGE PRICE,*,28.6,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
WEIGHTED AVG. PRICE,*,9.4,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
AVG. PRICE BOTTOM 5 TRADES,*,8,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
2ND QUARTILE PRICE,*,8.3,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
3RD QUARTILE PRICE,*,14.8,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
4TH QUARTILE PRICE,*,80,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
AVG. PRICE TOP 5 TRADES,*,33.2,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
STANDARD DEVIATION,*,35.5,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,3438.4,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,*,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,905.2,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,7,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,*,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,6,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,*,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/23/2019
AVERAGE PRICE,10.2,12.9,13.2,10.3,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
WEIGHTED AVG. PRICE,10.3,14.9,13.1,9.5,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
AVG. PRICE BOTTOM 5 TRADES,10.2,10.9,11.4,7.7,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
2ND QUARTILE PRICE,*,13,12.9,8.8,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
3RD QUARTILE PRICE,*,15.2,13.9,10.4,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
4TH QUARTILE PRICE,*,17,14.4,16.7,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
AVG. PRICE TOP 5 TRADES,10.2,16,14.9,12.8,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
STANDARD DEVIATION,0.1,4.1,2.6,5,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),3881.9,10887.3,51612.5,297632,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,10482.6,14345,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),1941,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,*,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),1941,780.2,1822.2,*,<= $1MM,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),*,0,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/23/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,7,9,10,8,TOTAL,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,5,6,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,6,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,*,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,6,8,5,*,<= $1MM,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,*,0,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,*,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/23/2019
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO IO/PO,04/23/2019
AVERAGE PRICE,101.2,95.1,92.6,99.5,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
WEIGHTED AVG. PRICE,107.3,96.7,100.2,100.9,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
AVG. PRICE BOTTOM 5 TRADES,52.1,76.6,76,98.2,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
2ND QUARTILE PRICE,98.3,88.3,86.7,99,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
3RD QUARTILE PRICE,103.2,97.5,97.5,99.9,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
4TH QUARTILE PRICE,108,101.2,100.4,100.3,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
AVG. PRICE TOP 5 TRADES,149.5,111.3,102.8,101,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
STANDARD DEVIATION,22.8,9.4,9.4,1.6,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),5969.9,39897.1,44773.4,72029,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),2213.5,4457,4356.5,35915.2,CUSTOMER BUY,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),2322.9,6620.8,10872.3,*,CUSTOMER SELL,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),1433.5,28819.2,29544.5,*,DEALER TO DEALER,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),2465.9,6947.4,2074.4,217.3,<= $1MM,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),*,17581,22401.5,*,<= $10MM,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,119,98,44,16,TOTAL,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,30,30,22,9,CUSTOMER BUY,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,53,30,7,*,CUSTOMER SELL,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,36,38,15,*,DEALER TO DEALER,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,116,91,37,10,<= $1MM,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,*,6,6,*,<= $10MM,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,0,*,*,*,<= $100MM,FNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,04/24/2019
AVERAGE PRICE,101.7,97.5,95,100,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
WEIGHTED AVG. PRICE,108.2,100.5,98.9,102,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
AVG. PRICE BOTTOM 5 TRADES,78.4,84.6,86.6,84.2,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
2ND QUARTILE PRICE,99.8,96,91.2,99.1,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
3RD QUARTILE PRICE,102.2,99,98.1,102.7,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
4TH QUARTILE PRICE,105.4,101,100.1,104,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
AVG. PRICE TOP 5 TRADES,125.1,104.9,102.6,103.9,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
STANDARD DEVIATION,10.6,5.2,6.9,6.4,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),8918.1,48922.5,39838.6,79992.8,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),4316.7,30398.5,19359.4,45221.3,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),4353.2,13005.8,9765.5,3908.1,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),248.2,5518.1,10713.7,30863.4,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),2151.7,8054.8,852.3,5888.5,<= $1MM,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),*,26521.2,17157.6,48374.8,<= $10MM,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FHLMC,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,120,67,25,80,TOTAL,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,27,28,10,22,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,56,22,9,22,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,37,17,6,36,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,118,58,18,64,<= $1MM,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,*,8,5,15,<= $10MM,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,0,*,*,*,<= $100MM,FHLMC,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,04/24/2019
AVERAGE PRICE,103.1,96.5,95.6,98.7,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
WEIGHTED AVG. PRICE,104.5,99.9,87.3,100.6,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
AVG. PRICE BOTTOM 5 TRADES,94.1,76.7,84,83.1,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
2ND QUARTILE PRICE,100,92,96.5,98.8,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
3RD QUARTILE PRICE,104.3,99.7,98,99.8,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
4TH QUARTILE PRICE,106.7,102.1,98.5,99.9,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
AVG. PRICE TOP 5 TRADES,109.6,109.5,98.9,101.7,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
STANDARD DEVIATION,4.4,9.1,5.2,4.3,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),1023.2,32811.5,37966.7,793318.8,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),474.3,24865.1,17707.7,108750.9,CUSTOMER BUY,GNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),130.7,6197.9,*,676196.5,CUSTOMER SELL,GNMA,AGENCY CMO P&I,04/24/2019
