Measure,PRE-2009,2009-2013,2014-2016,POST-2016,Measure2,Agency,MortgageType,Date
VOLUME OF TRADES (000'S),364.6,497.1,6482.9,3035.6,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190415
VOLUME OF TRADES (000'S),1617.5,5481.5,10126.1,2671.2,<= $1MM,GNMA,AGENCY CMO P&I,20190415
VOLUME OF TRADES (000'S),0,*,23604.6,34478.5,<= $10MM,GNMA,AGENCY CMO P&I,20190415
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,20190415
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,102,75,61,66,TOTAL,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,20,29,17,33,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,44,22,17,14,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,38,24,27,19,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,102,74,53,55,<= $1MM,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,0,*,8,8,<= $10MM,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,20190415
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190415
AVERAGE PRICE,*,12.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
WEIGHTED AVG. PRICE,*,11.3,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
AVG. PRICE BOTTOM 5 TRADES,*,12.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
2ND QUARTILE PRICE,*,*,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
3RD QUARTILE PRICE,*,*,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
4TH QUARTILE PRICE,*,*,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
AVG. PRICE TOP 5 TRADES,*,12.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
STANDARD DEVIATION,*,7.9,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,18390.4,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,*,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,*,*,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,5,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,*,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,*,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,*,*,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190415
AVERAGE PRICE,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
WEIGHTED AVG. PRICE,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
AVG. PRICE BOTTOM 5 TRADES,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
2ND QUARTILE PRICE,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
3RD QUARTILE PRICE,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
4TH QUARTILE PRICE,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
AVG. PRICE TOP 5 TRADES,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
STANDARD DEVIATION,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,*,*,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,*,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),*,0,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,*,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,*,*,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,*,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,*,0,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,*,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190415
AVERAGE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
WEIGHTED AVG. PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
AVG. PRICE BOTTOM 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
2ND QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
3RD QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
4TH QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
AVG. PRICE TOP 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
STANDARD DEVIATION,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,*,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190415
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,*,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190415
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190415
AVERAGE PRICE,102.4,95.2,92,99.2,TOTAL,FNMA,AGENCY CMO P&I,20190416
WEIGHTED AVG. PRICE,104.2,99.8,93.5,100.4,TOTAL,FNMA,AGENCY CMO P&I,20190416
AVG. PRICE BOTTOM 5 TRADES,71.1,83,81,94,TOTAL,FNMA,AGENCY CMO P&I,20190416
2ND QUARTILE PRICE,99.8,90.3,86.9,97.9,TOTAL,FNMA,AGENCY CMO P&I,20190416
3RD QUARTILE PRICE,100.3,96,91.1,99.8,TOTAL,FNMA,AGENCY CMO P&I,20190416
4TH QUARTILE PRICE,105.1,99.3,99,100.8,TOTAL,FNMA,AGENCY CMO P&I,20190416
AVG. PRICE TOP 5 TRADES,139.2,110.4,105,102,TOTAL,FNMA,AGENCY CMO P&I,20190416
STANDARD DEVIATION,19,6.5,7.4,2.5,TOTAL,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),5574.5,151465.2,73187.5,212334.7,TOTAL,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),1283.5,28326.4,17417.2,132798.8,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),2173.6,114352.8,6866.6,29039.8,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),2117.4,8786,48903.6,50496.1,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),2444.2,5131.8,6133.6,1277.3,<= $1MM,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),*,47099.7,37135.4,92750.1,<= $10MM,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),0,*,*,118307.3,<= $100MM,FNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,102,135,55,47,TOTAL,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,34,37,13,22,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,44,47,21,8,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,24,51,21,17,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,100,113,43,18,<= $1MM,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,*,21,10,24,<= $10MM,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,0,*,*,5,<= $100MM,FNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190416
AVERAGE PRICE,102.6,96.5,94.2,100.3,TOTAL,FHLMC,AGENCY CMO P&I,20190416
WEIGHTED AVG. PRICE,106,96.1,100.4,102.1,TOTAL,FHLMC,AGENCY CMO P&I,20190416
AVG. PRICE BOTTOM 5 TRADES,87,81.9,77.1,90.3,TOTAL,FHLMC,AGENCY CMO P&I,20190416
2ND QUARTILE PRICE,100,94.4,91,99,TOTAL,FHLMC,AGENCY CMO P&I,20190416
3RD QUARTILE PRICE,105,97.6,96.6,102,TOTAL,FHLMC,AGENCY CMO P&I,20190416
4TH QUARTILE PRICE,106.3,100.4,100.3,102.3,TOTAL,FHLMC,AGENCY CMO P&I,20190416
AVG. PRICE TOP 5 TRADES,111.8,107.3,102.3,104.7,TOTAL,FHLMC,AGENCY CMO P&I,20190416
STANDARD DEVIATION,6.4,5.9,8.1,3.6,TOTAL,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),9168.6,53140.5,134007,313168.3,TOTAL,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),4395.8,18420.1,25507.6,149575.6,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),4422,33704.8,81153,129950.1,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),350.8,1015.6,27346.5,33642.6,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),1590.6,6615.8,5173.5,7755.5,<= $1MM,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),*,33566.6,30217.7,103485.2,<= $10MM,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),0,*,*,201927.5,<= $100MM,FHLMC,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,119,87,48,77,TOTAL,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,36,30,13,47,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,42,37,17,10,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,41,20,18,20,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,115,69,30,48,<= $1MM,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,*,17,14,22,<= $10MM,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,0,*,*,7,<= $100MM,FHLMC,AGENCY CMO P&I,20190416
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190416
AVERAGE PRICE,105,97.1,97.2,99.1,TOTAL,GNMA,AGENCY CMO P&I,20190416
WEIGHTED AVG. PRICE,105.5,104.2,99.9,100.2,TOTAL,GNMA,AGENCY CMO P&I,20190416
AVG. PRICE BOTTOM 5 TRADES,94.2,77,92,93.2,TOTAL,GNMA,AGENCY CMO P&I,20190416
2ND QUARTILE PRICE,104,92.7,96,98,TOTAL,GNMA,AGENCY CMO P&I,20190416
3RD QUARTILE PRICE,106,99.8,98.4,99.9,TOTAL,GNMA,AGENCY CMO P&I,20190416
4TH QUARTILE PRICE,107.4,101.7,99.1,100.5,TOTAL,GNMA,AGENCY CMO P&I,20190416
AVG. PRICE TOP 5 TRADES,110.4,110.3,101,102,TOTAL,GNMA,AGENCY CMO P&I,20190416
STANDARD DEVIATION,3.8,8.5,3.2,2.3,TOTAL,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),2025.9,45571.9,17420.4,389433,TOTAL,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),697.5,25305.9,9301.2,258727.6,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),494.7,19312.9,947.7,90440.4,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),833.7,953.1,7171.5,40265,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),2025.9,5437.5,3329.5,5230.3,<= $1MM,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),0,40134.5,14090.9,41547.6,<= $10MM,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),0,0,0,342655,<= $100MM,GNMA,AGENCY CMO P&I,20190416
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,107,77,32,82,TOTAL,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,30,25,14,46,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,34,23,6,14,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,43,29,12,22,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,107,68,25,59,<= $1MM,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,0,9,7,13,<= $10MM,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,0,0,0,10,<= $100MM,GNMA,AGENCY CMO P&I,20190416
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190416
AVERAGE PRICE,*,11.7,9.4,14.1,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
WEIGHTED AVG. PRICE,*,9.3,14.1,15.3,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
AVG. PRICE BOTTOM 5 TRADES,*,5.3,8,13.3,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
2ND QUARTILE PRICE,*,7.9,7.7,14.6,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
3RD QUARTILE PRICE,*,11.9,13.6,15,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
4TH QUARTILE PRICE,*,18.9,16.7,16.2,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
AVG. PRICE TOP 5 TRADES,*,17.6,10.2,15.3,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
STANDARD DEVIATION,*,5.6,4.6,2.1,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,85976.8,73059.6,268674.1,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,46932,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,38660.2,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,*,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,852.2,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,68780.4,*,*,<= $10MM,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,*,*,258743,<= $100MM,FNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,19,6,7,TOTAL,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,8,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,8,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,*,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,6,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,12,*,*,<= $10MM,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,*,*,5,<= $100MM,FNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190416
AVERAGE PRICE,9.4,10.4,*,9.8,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
WEIGHTED AVG. PRICE,2.2,13.8,*,10.1,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
AVG. PRICE BOTTOM 5 TRADES,7.4,6.7,*,9.8,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
2ND QUARTILE PRICE,11,8.5,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
3RD QUARTILE PRICE,12.3,10.4,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
4TH QUARTILE PRICE,19.4,15.8,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
AVG. PRICE TOP 5 TRADES,11.1,16.5,*,9.8,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
STANDARD DEVIATION,7.1,5.1,*,2.2,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),8068.1,52769.1,*,33994.9,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,32933,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,19285.3,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,1937.2,*,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),*,30334.1,*,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,6,16,*,5,TOTAL,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,10,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,5,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,7,*,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,*,7,*,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,*,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190416
AVERAGE PRICE,0,22.4,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
WEIGHTED AVG. PRICE,0,17.6,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
AVG. PRICE BOTTOM 5 TRADES,0,10.2,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
2ND QUARTILE PRICE,0,8.9,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
3RD QUARTILE PRICE,0,19.4,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
4TH QUARTILE PRICE,0,47.9,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
AVG. PRICE TOP 5 TRADES,0,35,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
STANDARD DEVIATION,0,18,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,38366.2,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,25308.4,*,0,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,*,0,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,*,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,2868.4,0,*,<= $1MM,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,0,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,*,0,0,<= $100MM,GNMA,AGENCY CMO IO/PO,20190416
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,13,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,6,*,0,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,*,0,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,*,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,10,0,*,<= $1MM,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,0,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,*,0,0,<= $100MM,GNMA,AGENCY CMO IO/PO,20190416
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190416
AVERAGE PRICE,99.9,93.7,90.8,99.7,TOTAL,FNMA,AGENCY CMO P&I,20190417
WEIGHTED AVG. PRICE,100,99.7,98.1,99.9,TOTAL,FNMA,AGENCY CMO P&I,20190417
AVG. PRICE BOTTOM 5 TRADES,88.3,74.6,77.7,95.9,TOTAL,FNMA,AGENCY CMO P&I,20190417
2ND QUARTILE PRICE,98.6,91,85.9,98,TOTAL,FNMA,AGENCY CMO P&I,20190417
3RD QUARTILE PRICE,100,94.9,96.1,100,TOTAL,FNMA,AGENCY CMO P&I,20190417
4TH QUARTILE PRICE,103.3,99.2,98.5,100.6,TOTAL,FNMA,AGENCY CMO P&I,20190417
AVG. PRICE TOP 5 TRADES,108.8,109.6,100.3,103.5,TOTAL,FNMA,AGENCY CMO P&I,20190417
STANDARD DEVIATION,5.4,8,9.1,2.2,TOTAL,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),12675.6,212254.6,47661,258525.6,TOTAL,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),2196.2,39537.2,32772.3,138245.1,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),10394.6,120243.1,14000.8,31177,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),84.8,52474.3,887.9,89103.5,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),3457.5,13302.7,6009.1,6494.6,<= $1MM,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),9218.1,60236.2,15465.9,103323.1,<= $10MM,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),0,138715.7,*,148707.9,<= $100MM,FNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,74,142,41,52,TOTAL,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,21,53,21,24,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,38,54,12,10,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,15,35,8,18,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,68,120,34,20,<= $1MM,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,6,17,5,25,<= $10MM,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,0,5,*,7,<= $100MM,FNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190417
AVERAGE PRICE,102.2,94.1,93.3,100.2,TOTAL,FHLMC,AGENCY CMO P&I,20190417
